date,username,fulltext 
2022-03-05 03:39:53,GUNTURraharjo,"RT @kukangku: Dokternya bukan kaleng kaleng loh, satu dekade mendedikasikan diri bagi konservasi satwa liar. Dah layak jadi nominasi kalpat…"
2022-03-05 03:39:47,savagenlit,@classywillc pagii menjelang siang cacaa. ak jg abis kontrol xixi tp dokternya sakitt jd mundur. sehat sehatt mamahnya cacaa🤗
2022-03-05 03:38:46,bitterxuit,Baterai HP tersisa 22% dan dokternya belum muncul heeheehee
2022-03-05 03:36:50,kira2to,DOKTERNYA AKTIF KAGAK SI
2022-03-05 03:36:31,penyukasubak,@dearmyhyuck Usah takut. Dokternya gak gigit
2022-03-05 03:26:53,Nanavtaaa,"Rama kakaknya Dareendra, dokternya Ilona, munculnya di side story🤭 sebuah spoiler https://t.co/GmTIzjY412"
2022-03-05 03:26:49,chanahchani,"@putriyaka Alo bkn dokter tp calon suami alo dokter.
Nih dokternya lg internsip ehe😊😊😊 https://t.co/BcFfxXW2LV"
2022-03-05 03:25:20,aladinalfahri23,"RT @tas_andin: Usia kehamilan Andin 8 bulan lebih. 
Andin juga rutin check up kandungan.
Trus dokternya bilang fungsi organ jantung dan par…"
2022-03-05 03:17:46,missAyuLisa,Apa nanti dokternya Elsa yang akan jelasin kondisi Al? #IkatanCinta
2022-03-05 03:16:35,qrystlquards_,"Dokternya sih nggak galak ya, tapi atmosfer ruangannya rada ehm.."
2022-03-05 03:16:14,Momisnuts,@ohmybeautybank Peeling ke klinik kecantikan yg ada spkk nya paling gak 2bln sekali sesuai anjuran dokternya. Sehari2 pake skincare muka ke ketek. Dirawat. Pake deo yg mild yg non perfume&amp;alkohol
2022-03-05 03:07:20,albu_maryy,"Laper ih 
Dokternya lamaaaa 😭"
2022-03-05 03:04:18,KUCING_KEINARA,"Oh ya.. Utk yg harus diulang minggu ini : 
Obat cacing + obat kutu revolution. 
(Revolution disuruh dokternya ulang tiap bulan selama 3 bulan berturut-turut)"
2022-03-05 03:03:39,bitterxuit,Semoga dokternya cepat datang 🙏
2022-03-05 03:01:35,dbrahmantyo,"Dokternya komunikatif, sebelum nyuntik, kita dikasih penjelasan tentang vaksinnya. Selain merek dan jumlahnya, kita juga diberi tahu kondisi botol penyimpan cairan vaksin dan alat suntik yang akan digunakan. https://t.co/TBtFqg47nT"
2022-03-05 02:58:32,ggrldrgn,"@yourpetsfess konsul sama dokternya, soalnya kalo ditempatku harus full vaksin"
2022-03-05 02:56:39,Ang_Geur,"Kontrol ke dokter, ditanya sama susternya : keluhannya apa sekarang? 
Hampir dijawab : Kangen dokternya

Wkwkkwkwkwkw"
2022-03-05 02:53:59,pinkeuhaneul,kucing aneh akhirnya steril juga🥳 i’m gonna miss you tolong bgt jgn malu2in yah di dokternya😇🙏 https://t.co/RnOpJSm6f2
2022-03-05 02:53:25,endshone_,"kabar terbaru hari ini kucingnya masih di infus. Aku minta rincian dana ke dokternya tapi gak bisa ditotalin karna masih belum operasi, jd baru rincian dana sementara aja 🥺 ini total tagihan sementaranya https://t.co/44zqJpFJ99"
2022-03-05 02:53:20,endshone_,"Disini dokternya bilang biayanya 1jt-an. Dokternya menyarankan untuk open donasi dulu tapi aku minta rincian supaya lebih transparan pengeluarannya apa aja dan totalnya berapa. Tapi sebelum operasi, ternyata kucingnya hamil jadi operasi ditunda https://t.co/VbaRwUXafs"
2022-03-05 02:52:54,ivonnyweldha,Bagusssss udh nunggu lma &amp; baru dpt jadwal dokternya 1 bulan lg😀😀
2022-03-05 02:52:04,iyearnforyuo,@yourpetsfess Bisa selama dia sehat. Konsul ke dokternya.
2022-03-05 02:51:05,snwcrm,"@yourpetsfess bawa ke vet aja, kucingku jg pilek kmrn dibawa ke vet sama dokternya dinebu ingusnya jg disedot. 3 hari kmudian alhamdulillah sembuh"
2022-03-05 02:49:18,iyearnforyuo,"@yourpetsfess Jangan ngasih obat flu sembarangan tanpa resep dokter. Ini kamu sudah salah tindakan sih, kayanya itu yg bikin kucing kamu ngga sembuh karena obatnya ngga sesuai resep. Ke dokter aja nder nanti dijelasin ko sama dokternya."
2022-03-05 02:48:49,hooneypaw,"OH WOW WHAT A GOOD SATURDAY???😻dokternya ngundur lecture ke mingdep, jdi hari ini free yayy😿💗 https://t.co/CDOgDrbW8r"
2022-03-05 02:43:15,RatnaPuspitaNi3,"RT @tas_andin: Usia kehamilan Andin 8 bulan lebih. 
Andin juga rutin check up kandungan.
Trus dokternya bilang fungsi organ jantung dan par…"
2022-03-05 02:42:58,santowijayas,"Bayar pajak sama BPJS rutin ga telat. Giliran mau berobat, dokternya malah seminar dulu. Pelir..."
2022-03-05 02:30:22,darakasiwi,"@riri_rhi @mas_prasetiyo @LtdAkbar Temen saya 7x beruntun +,dari mulai isolasi di rs,di hotel,terakhir di wisma atlet...yg ke 7 itu terakhir di wisma atlet dipulangkan ,ga nunggu negatif...dokternya bilang ini kopit berbabaya sekali krn paru2nya mulai rusak,kawan nyengir2 krn sblm ada kopit emng itu penyakitnya"
2022-03-05 02:26:27,cold_sherry,"@auxiliarywits @pigshavew0n udah dibilang ke susternya baru non-reaktif 5 hari sebelumnya apa boleh booster. Katanya karena tensi bagus, boleh. Abis vaksin ngga pake meriang-meriang atau berasa apa-apa 😐"
2022-03-05 02:25:43,dark__zhang,"RT @kukangku: Dokternya bukan kaleng kaleng loh, satu dekade mendedikasikan diri bagi konservasi satwa liar. Dah layak jadi nominasi kalpat…"
2022-03-05 02:22:31,yumefsn,"@deliaimroatus @choc0_bear @ohmybeautybank Nyembuhin bengkaknya lumayan lama ya kak. 2 minggu apa 3 minggu setelah operasi aku disuruh balik ke rs lagi buat kontrol jahitan karena dokternya bilang harus dibuka jahitannya. Bener2 menderita bgt susah makan, minum sama ngomong 😭"
2022-03-05 02:20:39,blanksp27132678,"RT @choxoxolat3: @yourpetsfess Kmren aku konsul gratis di hewania, km bisa cek ignya trus daftar di webnya. Masukin kode prmo ""Hewanceria""…"
2022-03-05 02:19:42,anto_winarno,"@BkBahrul @koecing_pasar @rizieqdivist @badonci @wadeziigh @NgkongRoses @aewin86 @hanjenif @B1G_K4y_Jr @RizkiR4madani @e Dokternya malah 17

#Ngik"
2022-03-05 02:14:59,alieocom,RT @mat_ciki: @ruhutsitompul Kalo bu dokternya lelah bisa pajang foto di undangan https://t.co/gWAZahE3Wo
2022-03-05 02:12:42,65Risma,@ruhutsitompul Dokternya kepintaran kali jari lari2 dikit
2022-03-05 02:11:50,hourlyrendra,"@dradra_4 iyaaa, aku takut aja dokternya ngomong yang ngga ngenakin atau ternyata aku harus diapain gitu, ngga mau.. ngga siap. iyaa aku ngga diet yang berlebihan kok sayangg, gapapaa. iyaa aku sehat &lt;333"
2022-03-05 02:09:57,its_vvvi,"@convomf Gue baru beberapa hari yg lalu mimpi udah punya anak terus disuruh menyusui pas gue sadar, gue kaget banget disitu terus bilang sama susternya ""sus saya aja blm bersuami dan gpernah pcrn 18 tahun hidup ini anak sape"" terus aku tanya ibuku ""buk aku kan mau UTBK masa punya anak"" 😭"
2022-03-05 02:05:57,cerealsusu,Cabut gigi boleh pegangan sama susternya gak sih #takut
2022-03-05 02:01:49,choxoxolat3,"@yourpetsfess Kmren aku konsul gratis di hewania, km bisa cek ignya trus daftar di webnya. Masukin kode prmo ""Hewanceria"" gratis jadinya. Dokternya enak, ramah dan dijelasin detail, admin nya jg wlpun kita udh ga konsul ttep dipantau anabul2 ku"
2022-03-05 01:54:30,evrythiinguneed,"3. setelah mengurangi night cream, cleanser &amp; toner satu hal lagi yg paling susah itu lepas day cream :)  saat2 ini pasti jerawat udah mulai muncul krn pemakaian skincare dokternya intensitasnya udah mulai berkurang. cara aku mengatasinya dengan detox menggunakan masker mudmask"
2022-03-05 01:54:20,wulanhand,@kdrama_menfess Iya rada gimana gitu. Waktu mijoo disuruh inget momen bahagia sama dokternya aja dia keingetnya momen ketemu chanyoung di kereta bukan momen mereka bertiga.
2022-03-05 01:49:36,ibunma,"@dyahproborini84 Kemarin periksa mata, dokternya periksa cuma 5 menit kurang. Kita nunggu hampir 2 jam lebih 😅 apakah semua dokter senior sangat hemat kosa kata?"
2022-03-05 01:48:46,wtrmeowlon,"@brightsunn_ Malah dikira usus buntu sm dokternya udh dijadwalin operasi, eh pas malem dia kentut kenceng bgt (gausah tanya baunya 😂), abis itu seketika sehat 😂😂😂"
2022-03-05 01:46:39,AldenialAlfahri,"@punyaijoel @detektifsejaht1 @Ulvatus1 Rekam medis itu punya jakarta hospital, jd dokternya lupa 🤣
Dia kn cuma dr jaga ugd"
2022-03-05 01:45:26,punyaijoel,"@detektifsejaht1 @Ulvatus1 @AldenialAlfahri Kirain dokternya bakalan inget kalo dia yg nge diagnosa hematomanya Al.. ternyata ngga.. 🤭🤭
MamRos ga inget juga yaa riwayat kepala Al?

Paling nanti hasil rontgen dan mri, pak Al pernah mengalami hematoma dan untungnya blablablabla...
Eh bisa kedetek ga sih riwayatnya?"
2022-03-05 01:42:44,dyahproborini84,Alhamdulillah dokternya udah datang
2022-03-05 01:42:32,sisiennsin,"@TimpalBali Di apotek Sariz Medika di Buluh Indah ada nder. Dokternya ramah ⭐⭐⭐⭐dan lucu bagiku nder, Kalo harga aku lupa🙏."
2022-03-05 01:37:39,OnetNenew,"@nada_hilang Uwel ga mau liat mbabu di marahin ya, di nasihatin
Terus udahnya ngedumel di belakang
“Gak mau kesini lgi dokternya galak”
Uwel 😔 mbabu masih belum terima
Gimana dong 😔"
2022-03-05 01:26:06,Roadsike,@Standvurder Dokternya gak ada tapi paling lu ke igd gitu sih
2022-03-05 01:22:22,kiyeounlino,"Apakah ak terlihat seperti dokter? Pas dateng ke klinik tbtb bocil bilang ke ibunya, ""itu dokternya dateng""😭🙏
Gue celingukan nyari dokternya, ternyata dia ngeliatin gue😭🙏 https://t.co/vhFLKsAJdb"
2022-03-05 01:19:01,iamveve0525,dokternya sampe apal sm gue. 2 minggu lg ketemu lg HAHAHA
2022-03-05 01:11:17,kwanieberry,@flamierngyu kemarin sempet sakit trus kata dokternya istirahat dlu aja sblm test. skrg dah sembuh si tp ttp ga berani keluar wkwkw
2022-03-05 01:08:11,Lovely_2209jy,"RT @tas_andin: Usia kehamilan Andin 8 bulan lebih. 
Andin juga rutin check up kandungan.
Trus dokternya bilang fungsi organ jantung dan par…"
2022-03-05 00:49:12,kkooveday,Eum jdi kan aku tu mo beli alat nebu buat kucing”ku tp takarannya blom dapet dri dokternya hihh baru dikasi tau campurannya doang :( nyebelin jd gaberani beli dlu tkuttt
2022-03-05 00:34:18,vandy_46,"@itsmeana_____ Ini film Dokter sama Anjingnya ya kan ya? Dokternya punya kekebalan virus, anjingnya juga ya, tapi ntar anjingnya ketularan virus jombie?"
2022-03-05 00:30:37,MentionFatin,"Di rumah sakit banyak tabung oksigen, tapi waktu aku sesek napas, aku bilang sama susternya, aku cuma butuh kamu. soalnya kamu oksigen aku"
2022-03-05 00:15:59,Septi051986195,"@Kopilawuk Ya emang min biasanya yg z perna dengar bayi di usianya yg mau 9 bln itu kembali lemah min , btul kata dokternya paru paru dan jantung si bayi  blm siap d lahirkan dan hrus bgitu di bantu dgn alat wajar min klo bayi nya ikut d rawat,tpi dgn penolongan dokter semoga baik baik sja"
2022-03-05 00:08:04,alviansp_,@kemaleko_ Dokternya alumni guru btq
2022-03-04 23:56:52,Ulvatus1,@detektifsejaht1 @AldenialAlfahri @punyaijoel Lha khan emang kata dokternya gt. Ngapain OT. Tapi berani juga ya mnc. Pemain trailernya di tumbangin semua
2022-03-04 23:43:08,illoniaa,"@sebutsajamanda @ohmybeautybank Pelan-pelan kak, jgn lepas langsung gt aja. Ganti productnya pakai yg biasa, misalkan hr ini pake krim dokter, besok pake krim biasa, besok dokter lg. Nah nnti makin lama durasi krim dokternya di dikitin.."
2022-03-04 23:40:07,MamaSyazwina,"@BenHestu Ini maksudnya di Keysa ya pak? Nino mau tes DNA ktk Elsa sakit, dialog2 nya jg gak konsisten dlm IC ini, sblmnya perawat blg ke dokternya bahwa tes DNA atas nama pak Elnino Prakuyang SDH ada dan tinggal ambil hasilnya. Ttp ktk muncul mama sarah yg marah2 ke Nino meragukan Keysa"
2022-03-04 23:34:21,madebynnd,anjirrr takut di marahin dokternya 😭😭😭
2022-03-04 23:31:13,hartien,"@riri_rhi @StopPlandemit @mas_prasetiyo @LtdAkbar Omicron ga sebahaya yg dipikiran, orang positif swabnya di hidung kena flu saja positif. Kl dg dahak misal positif, positifnya bisa dideteksi virusnya, apakah flu atau virus yg lain, itu kl dokternya bener2 paham ttg virus."
2022-03-04 23:26:47,awradhn,@zuchdia HAHAHHAHAHA sorry kak aku ngakak dokternya dikentutin 😭😭😭
2022-03-04 23:20:29,chooco_minnt,"Aku cuma senyum aja, tapi dia masih kepo. Akhirnya aku geser dikit dan bilang maaf ya bu. Aku diem terus sambil nahan emosi, nangis dan malu. Alhamdulillah namaku udah di panggil duluan sama apotekernya, dan balik lagi ke dokternya karena masih ada yang harus di urus."
2022-03-04 23:17:30,chooco_minnt,"Apa dia denger di ruang konsul, pas keluar sih aku emang ga perhatiin antrean setelahku dan langsung keluar. Disitu aku kesel banget, karena itu kan sifatnya rahasia antara aku sama dokternya. Bayangin aku harus nahan supaya ga nangis di depan banyak orang yang antre."
2022-03-04 23:14:36,fitfitriri,Heboh malem-malem pasien pengen ngomong sama dokternya via telp. Istrinya sakit dibawa ke ugd puskesmas dan Aa rekomendasi untuk rujuk ke RS
2022-03-04 23:11:27,chooco_minnt,"Giliran aku dipanggil dan konsul sama dokternya, ini aku ga antri lagi dan langsung nemuin dokternya karena pasien sebelumku udah pulang duluan karena dia ga sabar nunggu antrian. Akhirnya sesi konselingku selesai dan aku dikasih resep buat ambil obat."
2022-03-04 23:09:01,chooco_minnt,"Akhirnya dia diem dan ga lama anaknya di panggil ke dalem, dan dia juga ikut masuk. Dia masih antri lagi nunggu 1 pasien yang masih konsul sama dokternya. Akhirnya anaknya selesai konsul, dia dan anaknha keluar ruangan. Aku kira kan udah pulang gitu ya."
2022-03-04 23:03:28,jjhyunsw,"Aku denger tiap malem, poci yg tiba"" ada di sebelahku pas tidur. Banyak dhh😭 ini kalo diinget"" ngeri juga anjrit😭🙏 beneran sampe aku sawan(?) badanku panas 3 hari, dan akhirnya aku ijin pulang kan, dirumah masih ttp panas sampe 2 minggu. Pas diperiksain ke RS kata dokternya —"
2022-03-04 23:01:31,preemrosee,"@ohmybeautybank Aku minggu kemarin baru laser di airin hasilnya keliatan walopun ga signifikan, dokternya pun bilang butuh 2-3 kali treatment. Tapi ini aku treatment sekali udah lumayan bgt karena scarku juga lumayan parah. Di airin juga sering ada promo bahkan sampe 50% buat treatment laser co2"
2022-03-04 23:00:33,avvadis,"@jogjamnfs Periksa aja, bisa jadi itu alergi sm airnya. Aku gitu pas kkn ga cocok sm airnya kata dokternya."
2022-03-04 22:35:39,skyuwrel,"@yourpetsfess Gabolehh. Kemaren aku ikut webinar, kata dokternya hrs tetes 3hari sebelum mandi atau mandi 3 hari setelah tetes biar efektif. Krn nanti kerjanya lewat minyak minyak gt deh katanya"
2022-03-04 21:05:11,netijenuhuy,"RT @kukangku: Dokternya bukan kaleng kaleng loh, satu dekade mendedikasikan diri bagi konservasi satwa liar. Dah layak jadi nominasi kalpat…"
2022-03-04 20:59:03,yetangeyel,"@jualansabun @anakke5aladin @amandamanopo @arya_saloka andin yg cek dokternya terkontrol, anaknya ttp sakit. giliran elsa yg sampe nyungsep2 di sungai malah anaknya sehat wal afiat ☺"
2022-03-04 20:26:52,Otherotters_,"@ipb_menfess Yang jelas lu batuk bebas dah di Sono, kagak ada yg sinis. Batuklah selega mu kawan👍🏾👍🏾

Untuk hari isoman variatif ada yang 10 hari ada juga yg sampe 13 hari. Nanti sesuai instruksi dokternya aja suruh kontrol kapan, bisa keluar kalau dinyatakan -, kalau + ya lanjut isoman"
2022-03-04 20:05:47,ijotopi1,"RT @tas_andin: Usia kehamilan Andin 8 bulan lebih. 
Andin juga rutin check up kandungan.
Trus dokternya bilang fungsi organ jantung dan par…"
2022-03-04 19:59:23,dinnidin1,"RT @tas_andin: Usia kehamilan Andin 8 bulan lebih. 
Andin juga rutin check up kandungan.
Trus dokternya bilang fungsi organ jantung dan par…"
2022-03-04 19:53:28,yoetanakamoto,"pernahh, sering banget malah, ampe dibawa ke rs sm mama gue eh kata dokternya itu krn lapisan idung gue yg tipis💀 https://t.co/6ksuCjfRa0"
2022-03-04 19:52:49,liranti,"RT @kukangku: Dokternya bukan kaleng kaleng loh, satu dekade mendedikasikan diri bagi konservasi satwa liar. Dah layak jadi nominasi kalpat…"
2022-03-04 19:47:35,chentodae,"@ohmybeautybank Kisaran 200-500k deh kayanya, tergantung dokternya masang tarif berapa. Untuk swab juga kalau ga salah sekarang tergantung dokternya juga."
2022-03-04 19:34:27,sendagurah,"@hondohindi lebih cocoknya sih semacem ikatan dokternya yg kudu ada. anw, who?"
2022-03-04 19:30:54,kepoBTG,"Di rumah sakit banyak tabung oksigen, tapi waktu aku sesek napas, aku bilang sama susternya, aku cuma butuh kamu. soalnya kamu oksigen aku"
2022-03-04 19:25:01,devilsbloodt,RT @dani_oniichan: lahiran tapi dokternya banyak https://t.co/usT3Iks48e
2022-03-04 19:00:28,01jedongie,"@aeonimatoriaaaa @tanyakanrl mjb ya tapi kejadian aku tuh pas ret-ret, dan kejadiannya mirip bgt kayak gini bahkan aku liat susternya lari kenceng bgt. Aku sebenernya anaknya ga penakut dan sering ngalamin hal kayak gt, tp rada syok karena aku posisinya lagi ret-ret tbtb dpt kejadian horror"
2022-03-04 18:50:36,fairrraaa,"dokternya yg ga langsung menangani, banyak missednya, pokoknya pelayanannya kurang bgt, hrsnya bisa mendahulukan yg sekarat, tapi yg sekarat malah dibelakangin, bener2 kecewaaa bgtt aaa, tolong bgt kalo ownernya baca dikoreksi lagi yaa, I lost my best friend yesterday😭."
2022-03-04 18:39:58,fairrraaa,"mereka santai bgt anjir bener2 kek gada paniknya jg kek ga peduliii, mereka manggil dokternya tapi dokternya jg lg menangani operasi lain, mksd gue emg gada dokter lain apa atau apa gt?? trs kecewa bgt dong gue, mas mas gblk ini dan ada 2 bapak2 yg gatau siapa lgsg memutuskan …"
2022-03-04 18:32:38,rinchls,apalagi pas ini kek??? dokternya udh berusaha pak sampe adu argumen sama atasan tapi malah  dibilang membunuh anjir sakit bgt nontonnya 😭😩 https://t.co/W2sEWOehjY
2022-03-04 18:08:34,whosvrel,"Mau bikin au kek dots, tapi yg tentara diganti jd pemain voli hshshs. Dokternya tsuki, volinya kuro. Age gap 3nd year kuroo x 25th tsuki, tp nie ga age gap banget keknya"
2022-03-04 18:02:24,teddybearjello,"RT @kukangku: Dokternya bukan kaleng kaleng loh, satu dekade mendedikasikan diri bagi konservasi satwa liar. Dah layak jadi nominasi kalpat…"
2022-03-04 18:00:34,fullsunflowy,"@cabangpurnamaa @yourpetsfess sesuai req nya ka bek lah🤗👍✊ drhnya ramah banget, susternya kemarin sampe dicakar🤗 buldep mau balik lagiii"
2022-03-04 17:51:50,seirenesss,"Aku kan lagi sakit nih...

Gimana kalo kamu jadi dokternya,
aku jadi pasiennya.

Kamu sembuhin aku,
aku bayarnya bantuin kamu yg lain 👉👈"
2022-03-04 17:46:05,ikbenmoi,"RT @kukangku: Dokternya bukan kaleng kaleng loh, satu dekade mendedikasikan diri bagi konservasi satwa liar. Dah layak jadi nominasi kalpat…"
2022-03-04 17:42:10,Yogi_Kurn,"RT @kukangku: Dokternya bukan kaleng kaleng loh, satu dekade mendedikasikan diri bagi konservasi satwa liar. Dah layak jadi nominasi kalpat…"
2022-03-04 17:36:48,AFERAMA,"RT @kukangku: Dokternya bukan kaleng kaleng loh, satu dekade mendedikasikan diri bagi konservasi satwa liar. Dah layak jadi nominasi kalpat…"
2022-03-04 17:36:25,Babikloning,"RT @kukangku: Dokternya bukan kaleng kaleng loh, satu dekade mendedikasikan diri bagi konservasi satwa liar. Dah layak jadi nominasi kalpat…"
2022-03-04 17:26:04,rapunshit,"@ffrzhses @bukanseleptwit @danotherpeople @melepaskankamu @Askrlfess Gatau juga sih, pernah nonton program, dokternya bilang kulit cewe dan cowo sama aja. Produk produk gn labe for men paling bedanya di bau yg dibikin masculin."
2022-03-04 17:09:58,vyndagnir,ANOTHER KALSIT HYPERCARRY UE UE UE terimakaci kak maty pinjeman dokternya https://t.co/ZDVD4vBqy7
2022-03-04 17:05:38,JerukMedann,"@YourMine56 Oh ya? Aku baru tau namanya ada operasi wkkwkw selama ini taunya cabut gigi doang 😂😂

Eh tpi kekmya imi beda deh.. soalmya tdi smpe dia blng ""dokternya beda.. nanti besok sama dokter yang nanganin ini"""
2022-03-04 17:03:57,geyazhar,@rainkiels [ iya waktu itu temen gue dikasih tau dokternya begitu sih. wkwk kalo dikonsumsi berlebih mah emang jelas nggak baik... apapun yang berlebihan selalu tidak baik. ]
2022-03-04 16:57:22,salsabilafar,"kalo di inget"" kejadian di dokter gigi waktu itu bener"" memalukan sihhh. gmn bisa gue jawab ""makasi juga mbaa"" ke dokternya waktu dia ngomong makasi ke gue. jelas"" dia cowo anjirrr😭😭"
2022-03-04 16:54:42,tremendeeux,"hari ini gue kontrol ke psikiater untuk yang kedua kalinya, dokternya beda tapi intonasi nadanya menenangkan. agak tua beliau sih, gue udah nethink pasti ni orang bakal judging. ternyata engga. gak spesial2 amat karena ternyata gue lupa bawa surat dpjp buat keperluan pendaftaran"
2022-03-04 16:52:38,spacekoboy,"Di vet yang ranap 500rb semalam:
- ga dikasi foto/ video, kasih kabar satu arah sekali sehari

Di vet yang ranap 60rb semalam:
- update video sehari bisa sekali sampai dua kali
- dokternya komunikatif + bisa ditanya2

😅😅😅"
2022-03-04 16:49:30,dizarandani,"Selesai periksa, mama mulai curhat da karena bb aku naik lg. Pak dokternya karena udah kenal juga senyum2 doang, terus bilang “yg penting niat dan istiqomah buk. Kan diza udah paham ilmunya juga.” 
🤣🤣🤣 diriku hanya bisa ketawa denger kata pak dokter."
2022-03-04 16:45:34,kan_ruizi,"Dan salah satu pesan dokternya, ""Kamu jgn hanya bergantung sama obat, coba pelajari meditasi dan mindfulness""."
2022-03-04 16:44:23,Zeik__6,@your2rl Itu susternya udah ngelangar kode etik profesi dan SOP Rumah sakit. Kalo di laporan bisa kena tuh
2022-03-04 16:39:18,upilbarongsai,Kobisa susternya lupa ngingetin minum obat? Pdhl udh diinfo sejak awal kalo mbak ada sakit khusus. Dulu juga pernah kambuh dan dibawa ke RS itu juga (pasti ada rekam medisnya). Bisa-bisanya suster lalai bgt?
2022-03-04 16:36:47,upilbarongsai,"Hal ga ngenakin terjadi lg. Waktu kita nganter barang (baju ganti, etc), kita jg minta baju kotor ke petugasnya. Tapi petugasnya ngomong gaada baju kotor. Gimana bisa udah 2 hari gada baju kotor, dan bahkan mbak sepupu udah nyuruh ambil baju kotornya? Mager bgt susternya ambilin?"
2022-03-04 16:23:15,bukansemut_,"RT @kukangku: Dokternya bukan kaleng kaleng loh, satu dekade mendedikasikan diri bagi konservasi satwa liar. Dah layak jadi nominasi kalpat…"
2022-03-04 16:23:02,JerukMedann,"@YourMine56 Ni aku tadi disruh ronsen dlu kata dokternya.. besok baru di cabut

Aku shock pas di blng 'ini kaya operasi'"
2022-03-04 16:22:00,zuchdia,"@awradhn Kok samaan, dia juga hobi kentut. Pertama kali diajak ke vet aja dokternya dikentutin, sekarang kalo periksa, dokter selalu notice ""oh yang kentut itu ya?"", nangesh pengen pulang aja aku tuuuuuuuu~ 😭💕 https://t.co/71oDsA4G5h"
2022-03-04 16:21:24,wruites,DOKTERNYA RASYA +60/+62/+65 etc. BERAPAA? — HEEEEEH 😤  https://t.co/kD4nWhaxvA
2022-03-04 16:09:50,rvllyn,Demam. Covid apa ya.. Mslhnya w blm vaksin samsek. Pas hamil kmrn soalnya g d ijinin vaksin dl ama dokternya.. Skrg udh lahiran lupa mulu krn sibuk bet. Kl udh kek gini kpn bisa vaksin? https://t.co/PL57vobALK
2022-03-04 16:04:24,ohmageran,"@fivlujim anjir gua ngebayangin dokternya ngomong ""yang sakit mana, boleh saya liat?"" trus gua disuruh nungging, trus di pegang pegang, eh jaringa masuk"
2022-03-04 16:02:40,upilbarongsai,"Intinya aku ngrasa waktu dikasi lensa ukuran kecil masi blur. Tapi waktu diganti ukuran gede masih blur. Seketika dokternya teriak ""GIMANA SIH"". Tapi aku positive thinking aja karena dokternya udah usia lanjut jd agak ga sabaran✌️"
2022-03-04 16:02:15,markeumarklee,"pantesann dari awal curiga ko mamanya cuma chat jendral doangg trs dokter pas disuruh ke rumah periksa jevano, dokternya kek bingung jawab 'jevano?' taunya.... https://t.co/DsRvszl5X3"
2022-03-04 16:02:01,upilbarongsai,"Bener2 antrenya luar biasa banyak. Masalah antre sih masih bisa ditoleransi ya karena emg banyak pasien askes juga. Tapiiii, kita berdua mengeluhkan hal yg sama: dokternya gualak bgt."
2022-03-04 16:00:41,qwertyuiopsnn,"@Bintang0151 Dokternya amnesia mendadak wkwkwk
Demi deh ini gw nungguin hasil pemeriksaan Al doang 😭
Andin dah mulai membaik, askara dah dijelasin kondisinya, lu doang Al  yang belom 😭😭"
2022-03-04 15:58:52,Rifxsyndrome,"@convomf Bener bet, pernah ibu2 ngejokes gini, ""ada temennya (cewe) priksa ke dokter, keluhannya perutnya mual2 trus muntah2 tapi gak keluar muntahnya, dan kata dokternya bilang keracunan burung""
((burung suaminya, mksdnya))
Kan panteq"
2022-03-04 15:48:54,youngtaeschicc,@AkangWonjin1314 ya mana tau dia mau cabut gigi dokternya kann. kita tida tahu kak https://t.co/moB12O4sgW
2022-03-04 15:48:36,AkangWonjin1314,"@ustadwonjin Hancur gk sih, dokternya stresss 😭"
2022-03-04 15:43:53,ustadwonjin,@AkangWonjin1314 peralatan dokternya dimainin gasih 😭
2022-03-04 15:43:12,tyongseulgi,"Boro² bentar lagi kepala 2, kemarin pas lagi mau berobat dibilang sama ibu pas masuk keruangan dokternya sendiri. Respon? Kaget, ngerengek minta ditemenin masuklah, udah malah diceramahi inget umur haha https://t.co/oSSB5wdh9V"
2022-03-04 15:42:02,youngtaeschicc,@AkangWonjin1314 cabut gigi dokternya kak
2022-03-04 15:40:17,BabyKoala__,"RT @tas_andin: Usia kehamilan Andin 8 bulan lebih. 
Andin juga rutin check up kandungan.
Trus dokternya bilang fungsi organ jantung dan par…"
2022-03-04 15:40:03,cinnamonnrolls,"pas dokternya bilang : jgn kecapean, pola makannya dijaga

seketika jiwa workaholic ku tertampar😭"
2022-03-04 15:39:25,imcutiedrum,semoga dokternya ngga eneg liat aku nyrocos nanya mulu :((
2022-03-04 15:34:54,cfoxniel,"aku uda gapernah ngecek gigi lagi semenjak gigi aku ada yg berlubang trs disuruh potong gusi sm dokternya anjr yakali, serem bgt, smpe skrg gamau ikut mama kerja lagi😭🙏🏻🙏🏻🙏🏻🙏🏻"
2022-03-04 15:33:03,pikarohappy,@chikofortunes @defyin69ravity emang mau diapain kalau kak chiko jadi dokternya?
2022-03-04 15:30:56,JabreakYudha,"RT @ImamMarzukiRid1: @gumukcandi @ruhutsitompul Makan uang negara🤣🤣🤣 sok tau sajah lho,, emang dia kerja jadi dokternya ASN di RS negri git…"
2022-03-04 15:29:49,SaNtyHardiyaNt1,"RT @BuTe1811: Kt lihat malam nanti ya. Di TL jg byk DR obgyn yg bs bahas. Pengalaman 18 th lalu melahirkan sesar, sy sadar krn bius pinggan…"
2022-03-04 15:28:59,nonanisa05,"Dokternya bilang nonton komedi2 aja ga bolek drakor, jangan dengerin musik melow dulu. Tapi lgi suka dengerin bcl gimana dong :)"
2022-03-04 15:27:56,deyouthc,Semoga dokternya asik aja deh biar gue gak canggung.
